Timestamp,Address,Length,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Label
62,0606,8,4a,00,00,00,00,00,00,00,Normal
63,0505,8,09,00,00,00,00,00,00,00,Normal
64,0404,8,4e,80,80,00,00,00,00,00,Normal
65,0606,8,bf,00,00,00,00,00,00,00,Normal
66,0505,8,1b,00,00,00,00,00,00,00,Normal
67,0404,8,20,80,80,00,00,00,00,00,Normal
68,0606,8,27,00,00,00,00,00,00,00,Normal
69,0505,8,2e,00,00,00,00,00,00,00,Normal
70,0404,8,f1,80,80,00,00,00,00,00,Normal
71,0606,8,8f,00,00,00,00,00,00,00,Normal
72,0505,8,40,00,00,00,00,00,00,00,Normal
73,0404,8,c3,80,80,00,00,00,00,00,Normal
74,0606,8,f7,00,00,00,00,00,00,00,Normal
75,0505,8,53,00,00,00,00,00,00,00,Normal
76,0404,8,95,80,80,00,00,00,00,00,Normal
77,0606,8,60,00,00,00,00,00,00,00,Normal
78,0505,8,65,00,00,00,00,00,00,00,Normal
79,0404,8,67,80,80,00,00,00,00,00,Normal
80,0606,8,c8,00,00,00,00,00,00,00,Normal
81,0505,8,78,00,00,00,00,00,00,00,Normal
82,0404,8,39,80,80,00,00,00,00,00,Normal
83,0606,8,30,00,00,00,00,00,00,00,Normal
84,0505,8,8a,00,00,00,00,00,00,00,Normal
85,0404,8,0b,80,80,00,00,00,00,00,Normal
86,0606,8,98,00,00,00,00,00,00,00,Normal
87,0505,8,9d,00,00,00,00,00,00,00,Replay
88,0404,8,dc,80,80,00,00,00,00,00,Replay
89,0606,8,01,00,00,00,00,00,00,00,Replay
90,0505,8,af,00,00,00,00,00,00,00,Replay
91,0404,8,ae,80,80,00,00,00,00,00,Replay
92,0606,8,69,00,00,00,00,00,00,00,Replay
93,0505,8,c2,00,00,00,00,00,00,00,Replay
94,0404,8,80,80,80,00,00,00,00,00,Replay
95,0606,8,d1,00,00,00,00,00,00,00,Replay
96,0505,8,d4,00,00,00,00,00,00,00,Replay
97,0404,8,52,80,80,00,00,00,00,00,Replay
98,0606,8,39,00,00,00,00,00,00,00,Replay
99,0606,8,bf,00,00,00,00,00,00,00,Replay
100,0505,8,6f,00,00,00,00,00,00,00,Replay
101,0404,8,e7,80,80,00,00,00,00,00,Replay
102,0606,8,4a,00,00,00,00,00,00,00,Replay
103,0505,8,82,00,00,00,00,00,00,00,Replay
104,0404,8,b9,80,80,00,00,00,00,00,Replay
105,0606,8,b3,00,00,00,00,00,00,00,Replay
106,0505,8,5e,00,00,00,00,00,00,00,Replay
107,0404,8,5b,80,80,00,00,00,00,00,Replay
108,0606,8,0e,00,00,00,00,00,00,00,Replay
109,0505,8,22,00,00,00,00,00,00,00,Normal
110,0404,8,e9,80,80,00,00,00,00,00,Normal
111,0606,8,64,00,00,00,00,00,00,00,Normal
112,0505,8,e5,00,00,00,00,00,00,00,Normal
113,0404,8,77,80,80,00,00,00,00,00,Normal
114,0606,8,ba,00,00,00,00,00,00,00,Normal
115,0505,8,a9,00,00,00,00,00,00,00,Normal
116,0404,8,05,80,80,00,00,00,00,00,Normal
117,0606,8,10,00,00,00,00,00,00,00,Normal
118,0505,8,6d,00,00,00,00,00,00,00,Normal
119,0404,8,92,80,80,00,00,00,00,00,Normal
120,0606,8,66,00,00,00,00,00,00,00,Normal
121,0505,8,31,00,00,00,00,00,00,00,Normal
122,0404,8,20,80,80,00,00,00,00,00,Normal
123,0606,8,bc,00,00,00,00,00,00,00,Normal
124,0505,8,f4,00,00,00,00,00,00,00,Normal
125,0404,8,ae,80,80,00,00,00,00,00,Normal
126,0606,8,12,00,00,00,00,00,00,00,Normal
127,0505,8,b8,00,00,00,00,00,00,00,Normal
128,0404,8,3c,80,80,00,00,00,00,00,Normal
129,0606,8,68,00,00,00,00,00,00,00,Normal
130,0505,8,7c,00,00,00,00,00,00,00,Normal
131,0404,8,c9,80,80,00,00,00,00,00,Normal
132,0606,8,bd,00,00,00,00,00,00,00,Normal
133,0505,8,3f,00,00,00,00,00,00,00,Normal
134,0404,8,57,80,80,00,00,00,00,00,Normal
135,0606,8,13,00,00,00,00,00,00,00,Normal
136,0505,8,03,00,00,00,00,00,00,00,Normal
137,0404,8,e5,80,80,00,00,00,00,00,Normal
138,0606,8,69,00,00,00,00,00,00,00,Normal
139,0505,8,c7,00,00,00,00,00,00,00,Normal
140,0404,8,73,80,80,00,00,00,00,00,Normal
141,0606,8,bf,00,00,00,00,00,00,00,Normal
142,0505,8,8b,00,00,00,00,00,00,00,Normal
143,0404,8,01,80,80,00,00,00,00,00,Normal
144,0606,8,15,00,00,00,00,00,00,00,Normal
145,0505,8,4e,00,00,00,00,00,00,00,Normal
146,0404,8,8e,80,80,00,00,00,00,00,Normal
147,0606,8,6b,00,00,00,00,00,00,00,Normal
148,0505,8,12,00,00,00,00,00,00,00,Normal
149,0404,8,1c,80,80,00,00,00,00,00,Normal
150,0606,8,c1,00,00,00,00,00,00,00,Normal
151,0505,8,d6,00,00,00,00,00,00,00,Normal
152,0404,8,aa,80,80,00,00,00,00,00,Normal
153,0606,8,17,00,00,00,00,00,00,00,Normal
154,0505,8,9a,00,00,00,00,00,00,00,Normal
155,0404,8,38,80,80,00,00,00,00,00,Normal
156,0606,8,6d,00,00,00,00,00,00,00,Normal
157,0505,8,5e,00,00,00,00,00,00,00,Normal
158,0404,8,c6,80,80,00,00,00,00,00,Normal
159,0606,8,c3,00,00,00,00,00,00,00,Normal
160,0505,8,21,00,00,00,00,00,00,00,Normal
161,0404,8,53,80,80,00,00,00,00,00,Normal
162,0606,8,18,00,00,00,00,00,00,00,Normal
163,0505,8,e5,00,00,00,00,00,00,00,Normal
164,0404,8,e1,80,80,00,00,00,00,00,Normal
165,0606,8,6e,00,00,00,00,00,00,00,Normal
166,0505,8,a9,00,00,00,00,00,00,00,Normal
167,0404,8,6f,80,80,00,00,00,00,00,Normal
168,0606,8,c4,00,00,00,00,00,00,00,Normal
169,0505,8,6d,00,00,00,00,00,00,00,Normal
170,0404,8,fd,80,80,00,00,00,00,00,Normal
171,0606,8,1a,00,00,00,00,00,00,00,Normal
172,0505,8,30,00,00,00,00,00,00,00,Normal
173,0404,8,8b,80,80,00,00,00,00,00,Normal
174,0606,8,70,00,00,00,00,00,00,00,Normal
175,0505,8,f4,00,00,00,00,00,00,00,Normal
176,0404,8,18,80,80,00,00,00,00,00,Normal
177,0606,8,c6,00,00,00,00,00,00,00,Normal
178,0505,8,b8,00,00,00,00,00,00,00,Normal
179,0404,8,a6,80,80,00,00,00,00,00,Normal
180,0606,8,1c,00,00,00,00,00,00,00,Normal
181,0505,8,7b,00,00,00,00,00,00,00,Normal
182,0404,8,34,80,80,00,00,00,00,00,Normal
183,0606,8,72,00,00,00,00,00,00,00,Normal
184,0505,8,3f,00,00,00,00,00,00,00,Normal
185,0404,8,c2,80,80,00,00,00,00,00,Normal
186,0606,8,c8,00,00,00,00,00,00,00,Normal
187,0505,8,e5,00,00,00,00,00,00,00,Normal
188,0404,8,35,80,80,00,00,00,00,00,Normal
189,0606,8,17,00,00,00,00,00,00,00,Normal
190,0505,8,5a,00,00,00,00,00,00,00,Normal
191,0404,8,7f,80,80,00,00,00,00,00,Normal
192,0606,8,5a,00,00,00,00,00,00,00,Normal
193,0505,8,cf,00,00,00,00,00,00,00,Normal
194,0404,8,c9,80,80,00,00,00,00,00,Normal
195,0606,8,9e,00,00,00,00,00,00,00,Normal
196,0505,8,44,00,00,00,00,00,00,00,Normal
197,0404,8,12,80,80,00,00,00,00,00,Normal
198,0606,8,e1,00,00,00,00,00,00,00,Normal
199,0505,8,ba,00,00,00,00,00,00,00,Spoofing
200,0404,8,5c,80,80,00,00,00,00,00,Spoofing
201,0606,8,25,00,00,00,00,00,00,00,Spoofing
202,0505,8,2f,00,00,00,00,00,00,00,Spoofing
203,0404,8,a6,80,80,00,00,00,00,00,Spoofing
204,0606,8,69,00,00,00,00,00,00,00,Spoofing
205,0505,8,a4,00,00,00,00,00,00,00,Spoofing
206,0404,8,ef,80,80,00,00,00,00,00,Spoofing
207,0606,8,ac,00,00,00,00,00,00,00,Spoofing
208,0606,8,bf,00,00,00,00,00,00,01,Spoofing
209,0505,8,a2,00,00,00,00,00,00,00,Spoofing
210,0404,8,fc,80,80,00,00,00,00,00,Spoofing
211,0606,8,99,00,00,00,00,00,00,00,Spoofing
212,0505,8,17,00,00,00,00,00,00,00,Spoofing
213,0404,8,46,80,80,00,00,00,00,00,Spoofing
214,0606,8,dc,00,00,00,00,00,00,00,Spoofing
215,0505,8,8c,00,00,00,00,00,00,00,Spoofing
216,0404,8,90,80,80,00,00,00,00,00,Spoofing
217,0606,8,20,00,00,00,00,00,00,00,Spoofing
218,0505,8,02,00,00,00,00,00,00,00,Normal
219,0404,8,d9,80,80,00,00,00,00,00,Normal
220,0606,8,64,00,00,00,00,00,00,00,Normal
221,0505,8,77,00,00,00,00,00,00,00,Normal
222,0404,8,23,80,80,00,00,00,00,00,Normal
223,0606,8,a7,00,00,00,00,00,00,00,Normal
224,0505,8,ec,00,00,00,00,00,00,00,Normal
225,0404,8,6c,80,80,00,00,00,00,00,Normal
226,0606,8,eb,00,00,00,00,00,00,00,Normal
227,0505,8,61,00,00,00,00,00,00,00,Normal
228,0404,8,b6,80,80,00,00,00,00,00,Normal
229,0606,8,2e,00,00,00,00,00,00,00,Normal
230,0505,8,d7,00,00,00,00,00,00,00,Normal
231,0404,8,00,80,80,00,00,00,00,00,Normal
232,0606,8,72,00,00,00,00,00,00,00,Normal
233,0505,8,4c,00,00,00,00,00,00,00,Normal
234,0404,8,4a,80,80,00,00,00,00,00,Normal
235,0606,8,b6,00,00,00,00,00,00,00,Normal
236,0505,8,c1,00,00,00,00,00,00,00,Normal
237,0404,8,93,80,80,00,00,00,00,00,Normal
238,0606,8,f9,00,00,00,00,00,00,00,Normal
239,0505,8,36,00,00,00,00,00,00,00,Normal
240,0404,8,dd,80,80,00,00,00,00,00,Normal
241,0606,8,3d,00,00,00,00,00,00,00,Normal
242,0505,8,ab,00,00,00,00,00,00,00,Normal
243,0404,8,27,80,80,00,00,00,00,00,Normal
244,0606,8,80,00,00,00,00,00,00,00,Normal
245,0505,8,21,00,00,00,00,00,00,00,Normal
246,0404,8,71,80,80,00,00,00,00,00,Normal
247,0606,8,c4,00,00,00,00,00,00,00,Normal
248,0505,8,96,00,00,00,00,00,00,00,Normal
249,0404,8,ba,80,80,00,00,00,00,00,Normal
250,0606,8,08,00,00,00,00,00,00,00,Normal
251,0505,8,0b,00,00,00,00,00,00,00,Normal
252,0404,8,04,80,80,00,00,00,00,00,Normal
253,0606,8,4b,00,00,00,00,00,00,00,Normal
254,0505,8,80,00,00,00,00,00,00,00,Dos
255,0404,8,4d,80,80,00,00,00,00,00,Dos
256,0606,8,8f,00,00,00,00,00,00,00,Dos
257,0000,8,00,00,00,00,00,00,00,00,Dos
258,0505,8,7f,00,00,00,00,00,00,00,Dos
259,0000,8,00,00,00,00,00,00,00,00,Dos
260,0404,8,1e,80,80,00,00,00,00,00,Dos
261,0606,8,24,00,00,00,00,00,00,00,Dos
262,0000,8,00,00,00,00,00,00,00,00,Dos
263,0000,8,00,00,00,00,00,00,00,00,Dos
264,0000,8,00,00,00,00,00,00,00,00,Dos
265,0000,8,00,00,00,00,00,00,00,00,Dos
266,0000,8,00,00,00,00,00,00,00,00,Dos
267,0000,8,00,00,00,00,00,00,00,00,Dos
268,0000,8,00,00,00,00,00,00,00,00,Dos
269,0505,8,3e,00,00,00,00,00,00,00,Dos
270,0404,8,be,80,80,00,00,00,00,00,Dos
271,0000,8,00,00,00,00,00,00,00,00,Dos
272,0606,8,ae,00,00,00,00,00,00,88,Dos
273,0000,8,00,00,00,00,00,00,00,00,Dos
274,0000,8,00,00,00,00,00,00,00,00,Dos
275,0000,8,00,00,00,00,00,00,00,00,Dos
276,0000,8,00,00,00,00,00,00,00,00,Dos
277,0000,8,00,00,00,00,00,00,00,88,Dos
278,0000,8,00,00,00,00,00,00,00,00,Dos
279,0000,8,00,00,00,00,00,00,00,00,Dos
280,0404,8,21,80,80,00,00,00,00,00,Dos
281,0404,8,21,80,80,00,00,00,00,00,Dos
282,0000,8,00,00,00,00,00,00,00,00,Dos
283,0000,8,00,00,00,00,00,00,00,00,Dos
284,0000,8,00,00,00,00,00,00,00,00,Dos
285,0000,8,00,00,00,00,00,00,00,00,Dos
286,0000,8,00,00,00,00,00,00,00,00,Dos
287,0000,8,00,00,00,00,00,00,00,88,Dos
288,0000,8,00,00,00,00,00,00,00,00,Dos
289,0000,8,00,00,00,00,00,00,00,00,Dos
290,0000,8,00,00,00,00,00,00,00,00,Dos
291,0000,8,00,00,00,00,00,00,00,00,Dos
292,0000,8,00,00,00,00,00,00,00,00,Dos
293,0000,8,00,00,00,00,00,00,00,00,Dos
294,0000,8,00,00,00,00,00,00,00,00,Dos
295,0000,8,00,00,00,00,00,00,00,00,Dos
296,0000,8,00,00,00,00,00,00,00,00,Dos
297,0000,8,00,00,00,00,00,00,00,88,Dos
298,0000,8,00,00,00,00,00,00,00,00,Dos
299,0000,8,00,00,00,00,00,00,00,00,Dos
300,0000,8,00,00,00,00,00,00,00,00,Dos
301,0000,8,00,00,00,00,00,00,00,00,Dos
302,0000,8,00,00,00,00,00,00,00,00,Dos
303,0000,8,00,00,00,00,00,00,00,00,Dos
304,0000,8,00,00,00,00,00,00,00,00,Dos
305,0000,8,00,00,00,00,00,00,00,00,Dos
306,0000,8,00,00,00,00,00,00,00,00,Dos
307,0000,8,00,00,00,00,00,00,00,00,Dos
308,0000,8,00,00,00,00,00,00,00,00,Dos
309,0000,8,00,00,00,00,00,00,00,88,Dos
310,0000,8,00,00,00,00,00,00,00,00,Dos
311,0000,8,00,00,00,00,00,00,00,00,Dos
312,0000,8,00,00,00,00,00,00,00,00,Dos
313,0000,8,00,00,00,00,00,00,00,00,Dos
314,0000,8,00,00,00,00,00,00,00,00,Dos
315,0000,8,00,00,00,00,00,00,00,00,Dos
316,0000,8,00,00,00,00,00,00,00,00,Dos
317,0000,8,00,00,00,00,00,00,00,00,Dos
318,0000,8,00,00,00,00,00,00,00,00,Dos
319,0000,8,00,00,00,00,00,00,00,00,Dos
320,0000,8,00,00,00,00,00,00,00,00,Dos
321,0000,8,00,00,00,00,00,00,00,00,Dos
322,0404,8,5b,80,80,00,00,00,00,00,Dos
323,0404,8,5b,80,80,00,00,00,00,00,Dos
324,0000,8,00,00,00,00,00,00,00,88,Dos
325,0000,8,00,00,00,00,00,00,00,88,Dos
326,0000,8,00,00,00,00,00,00,00,88,Dos
327,0000,8,00,00,00,00,00,00,00,00,Dos
328,0000,8,00,00,00,00,00,00,00,00,Dos
329,0000,8,00,00,00,00,00,00,00,00,Dos
330,0000,8,00,00,00,00,00,00,00,00,Dos
331,0000,8,00,00,00,00,00,00,00,00,Dos
332,0000,8,00,00,00,00,00,00,00,00,Dos
333,0000,8,00,00,00,00,00,00,00,00,Dos
334,0000,8,00,00,00,00,00,00,00,00,Dos
335,0000,8,00,00,00,00,00,00,00,00,Dos
336,0000,8,00,00,00,00,00,00,00,00,Dos
337,0000,8,00,00,00,00,00,00,00,00,Dos
338,0000,8,00,00,00,00,00,00,00,00,Dos
339,0000,8,00,00,00,00,00,00,00,00,Dos
340,0000,8,00,00,00,00,00,00,00,00,Dos
341,0000,8,00,00,00,00,00,00,00,00,Dos
342,0000,8,00,00,00,00,00,00,00,00,Dos
343,0000,8,00,00,00,00,00,00,00,88,Dos
344,0000,8,00,00,00,00,00,00,00,88,Dos
345,0000,8,00,00,00,00,00,00,00,88,Dos
346,0000,8,00,00,00,00,00,00,00,88,Dos
347,0000,8,00,00,00,00,00,00,00,88,Dos
348,0000,8,00,00,00,00,00,00,00,00,Dos
349,0000,8,00,00,00,00,00,00,00,00,Dos
350,0000,8,00,00,00,00,00,00,00,00,Dos
351,0000,8,00,00,00,00,00,00,00,00,Dos
352,0000,8,00,00,00,00,00,00,00,00,Dos
353,0000,8,00,00,00,00,00,00,00,00,Dos
354,0000,8,00,00,00,00,00,00,00,00,Dos
355,0000,8,00,00,00,00,00,00,00,00,Dos
356,0000,8,00,00,00,00,00,00,00,00,Dos
357,0000,8,00,00,00,00,00,00,00,00,Dos
358,0000,8,00,00,00,00,00,00,00,00,Dos
359,0000,8,00,00,00,00,00,00,00,00,Dos
360,0000,8,00,00,00,00,00,00,00,00,Dos
361,0000,8,00,00,00,00,00,00,00,00,Dos
362,0000,8,00,00,00,00,00,00,00,00,Dos
363,0000,8,00,00,00,00,00,00,00,00,Dos
364,0000,8,00,00,00,00,00,00,00,00,Dos
365,0000,8,00,00,00,00,00,00,00,00,Dos
366,0000,8,00,00,00,00,00,00,00,00,Dos
367,0000,8,00,00,00,00,00,00,00,00,Dos
368,0000,8,00,00,00,00,00,00,00,00,Dos
369,0000,8,00,00,00,00,00,00,00,00,Dos
370,0000,8,00,00,00,00,00,00,00,00,Dos
371,0000,8,00,00,00,00,00,00,00,00,Dos
372,0000,8,00,00,00,00,00,00,00,00,Dos
373,0000,8,00,00,00,00,00,00,00,00,Dos
374,0505,8,ab,00,00,00,00,00,00,88,Dos
375,0000,8,00,00,00,00,00,00,00,00,Dos
376,0000,8,00,00,00,00,00,00,00,00,Dos
377,0000,8,00,00,00,00,00,00,00,00,Dos
378,0000,8,00,00,00,00,00,00,00,00,Dos
379,0000,8,00,00,00,00,00,00,00,00,Dos
380,0000,8,00,00,00,00,00,00,00,00,Dos
381,0000,8,00,00,00,00,00,00,00,00,Dos
382,0000,8,00,00,00,00,00,00,00,00,Dos
383,0000,8,00,00,00,00,00,00,00,00,Dos
384,0000,8,00,00,00,00,00,00,00,00,Dos
385,0000,8,00,00,00,00,00,00,00,00,Dos
386,0000,8,00,00,00,00,00,00,00,00,Dos
387,0000,8,00,00,00,00,00,00,00,00,Dos
388,0000,8,00,00,00,00,00,00,00,00,Dos
389,0000,8,00,00,00,00,00,00,00,00,Dos
390,0000,8,00,00,00,00,00,00,00,00,Dos
391,0000,8,00,00,00,00,00,00,00,00,Dos
392,0000,8,00,00,00,00,00,00,00,00,Dos
393,0000,8,00,00,00,00,00,00,00,00,Dos
394,0000,8,00,00,00,00,00,00,00,00,Dos
395,0000,8,00,00,00,00,00,00,00,00,Dos
396,0000,8,00,00,00,00,00,00,00,00,Dos
397,0000,8,00,00,00,00,00,00,00,00,Dos
398,0000,8,00,00,00,00,00,00,00,00,Dos
399,0000,8,00,00,00,00,00,00,00,00,Dos
400,0000,8,00,00,00,00,00,00,00,00,Dos
401,0000,8,00,00,00,00,00,00,00,00,Dos
402,0000,8,00,00,00,00,00,00,00,00,Dos
403,0000,8,00,00,00,00,00,00,00,00,Dos
404,0000,8,00,00,00,00,00,00,00,00,Dos
405,0000,8,00,00,00,00,00,00,00,00,Dos
406,0404,8,68,80,80,00,00,00,00,88,Dos
407,0404,8,68,80,80,00,00,00,00,88,Dos
408,0000,8,00,00,00,00,00,00,00,00,Dos
409,0000,8,00,00,00,00,00,00,00,00,Dos
410,0000,8,00,00,00,00,00,00,00,00,Dos
411,0000,8,00,00,00,00,00,00,00,00,Dos
412,0000,8,00,00,00,00,00,00,00,00,Dos
413,0000,8,00,00,00,00,00,00,00,00,Dos
414,0000,8,00,00,00,00,00,00,00,00,Dos
415,0000,8,00,00,00,00,00,00,00,00,Dos
416,0000,8,00,00,00,00,00,00,00,00,Dos
417,0000,8,00,00,00,00,00,00,00,00,Dos
418,0000,8,00,00,00,00,00,00,00,00,Dos
419,0000,8,00,00,00,00,00,00,00,00,Dos
420,0000,8,00,00,00,00,00,00,00,00,Dos
421,0000,8,00,00,00,00,00,00,00,00,Dos
422,0000,8,00,00,00,00,00,00,00,00,Dos
423,0000,8,00,00,00,00,00,00,00,00,Dos
424,0000,8,00,00,00,00,00,00,00,00,Dos
425,0000,8,00,00,00,00,00,00,00,00,Dos
426,0000,8,00,00,00,00,00,00,00,00,Dos
427,0000,8,00,00,00,00,00,00,00,00,Dos
428,0000,8,00,00,00,00,00,00,00,00,Dos
429,0000,8,00,00,00,00,00,00,00,00,Dos
430,0000,8,00,00,00,00,00,00,00,00,Dos
431,0000,8,00,00,00,00,00,00,00,00,Dos
432,0000,8,00,00,00,00,00,00,00,00,Dos
433,0000,8,00,00,00,00,00,00,00,00,Dos
434,0000,8,00,00,00,00,00,00,00,00,Dos
435,0000,8,00,00,00,00,00,00,00,00,Dos
436,0000,8,00,00,00,00,00,00,00,00,Dos
437,0000,8,00,00,00,00,00,00,00,00,Dos
438,0000,8,00,00,00,00,00,00,00,00,Dos
439,0000,8,00,00,00,00,00,00,00,00,Dos
440,0000,8,00,00,00,00,00,00,00,00,Dos
441,0000,8,00,00,00,00,00,00,00,00,Dos
442,0000,8,00,00,00,00,00,00,00,00,Dos
443,0000,8,00,00,00,00,00,00,00,00,Dos
444,0000,8,00,00,00,00,00,00,00,00,Dos
445,0000,8,00,00,00,00,00,00,00,00,Dos
446,0000,8,00,00,00,00,00,00,00,00,Dos
447,0000,8,00,00,00,00,00,00,00,00,Dos
448,0606,8,4a,00,00,00,00,00,00,88,Dos
449,0606,8,4a,00,00,00,00,00,00,88,Dos
450,0606,8,4a,00,00,00,00,00,00,88,Dos
451,0606,8,4a,00,00,00,00,00,00,88,Dos
452,0505,8,13,00,00,00,00,00,00,00,Dos
453,0505,8,13,00,00,00,00,00,00,00,Dos
454,0505,8,13,00,00,00,00,00,00,00,Dos
455,0505,8,13,00,00,00,00,00,00,00,Dos
456,0505,8,13,00,00,00,00,00,00,00,Dos
457,0505,8,13,00,00,00,00,00,00,00,Dos
458,0505,8,13,00,00,00,00,00,00,00,Dos
459,0505,8,13,00,00,00,00,00,00,00,Dos
460,0505,8,13,00,00,00,00,00,00,00,Dos
461,0505,8,13,00,00,00,00,00,00,00,Dos
462,0505,8,13,00,00,00,00,00,00,00,Dos
463,0505,8,13,00,00,00,00,00,00,00,Dos
464,0505,8,13,00,00,00,00,00,00,00,Dos
465,0505,8,13,00,00,00,00,00,00,00,Dos
466,0505,8,13,00,00,00,00,00,00,00,Dos
467,0505,8,13,00,00,00,00,00,00,00,Dos
468,0505,8,13,00,00,00,00,00,00,00,Dos
469,0505,8,13,00,00,00,00,00,00,00,Dos
470,0505,8,13,00,00,00,00,00,00,00,Dos
471,0505,8,13,00,00,00,00,00,00,00,Dos
472,0505,8,13,00,00,00,00,00,00,00,Dos
473,0505,8,13,00,00,00,00,00,00,00,Dos
474,0404,8,7e,80,80,00,00,00,00,00,Dos
475,0505,8,88,00,00,00,00,00,00,00,Dos
476,0505,8,88,00,00,00,00,00,00,00,Dos
477,0404,8,c8,80,80,00,00,00,00,00,Normal
478,0505,8,fd,00,00,00,00,00,00,88,Normal
479,0505,8,fd,00,00,00,00,00,00,88,Normal
480,0505,8,13,00,00,00,00,00,00,00,Normal
481,0505,8,5d,00,00,00,00,00,00,00,Normal
482,0505,8,5d,00,00,00,00,00,00,00,Normal
483,0505,8,5d,00,00,00,00,00,00,00,Normal
484,0505,8,5d,00,00,00,00,00,00,00,Normal
485,0505,8,5d,00,00,00,00,00,00,00,Normal
486,0505,8,5d,00,00,00,00,00,00,00,Normal
487,0505,8,5d,00,00,00,00,00,00,00,Normal
488,0505,8,5d,00,00,00,00,00,00,00,Normal
489,0404,8,ef,80,80,00,00,00,00,00,Normal
490,0606,8,95,00,00,00,00,00,00,00,Normal
491,0505,8,d2,00,00,00,00,00,00,00,Normal
492,0404,8,38,80,80,00,00,00,00,00,Normal
493,0606,8,d8,00,00,00,00,00,00,00,Normal
494,0505,8,47,00,00,00,00,00,00,00,Normal
495,0404,8,82,80,80,00,00,00,00,00,Normal
496,0606,8,1c,00,00,00,00,00,00,00,Normal
497,0505,8,bd,00,00,00,00,00,00,00,Normal
498,0404,8,cc,80,80,00,00,00,00,00,Normal
499,0606,8,5f,00,00,00,00,00,00,00,Normal
500,0505,8,32,00,00,00,00,00,00,00,Normal
501,0404,8,16,80,80,00,00,00,00,00,Normal
502,0606,8,a3,00,00,00,00,00,00,00,Normal
503,0505,8,6a,00,00,00,00,00,00,00,Normal
504,0404,8,2b,80,80,00,00,00,00,00,Normal
505,0606,8,d9,00,00,00,00,00,00,00,Normal
